प्रसिद्ध,Famous
सर्वशक्तिमान,Almighty
स्टेन,Stain
असमर्थ,Unable
कमियों,Shortcomings
गेम,game
बाहों,Arms
लपेटो,Wrap up
Willem,Willem
Dafoe,Dafoe
वर्तनी,Spelling
चट्टानों,Rocks
काइल,Kyle
दादा,grandfather
Cleese,Cleese
मरता,Dies
Diaz,Diaz
जूली,Julie
एंड्रयू,Andrew
गुड,jaggery
क्ष,X
बढ़ो,Grow up
कपौट,Capote
पाठक,Reader
कुंद,Dull
Forsythe,Forsythe
फोटोग्राफ़ी,Photography
रेट,Rate
बढ़ई,Carpenter
तारकीय,Stellar
मायर्स,Myers
स्थिर,Stable
स्लैश,Slash
अनुभाग,Section
पीढ़ियों,Generations
गस,Gus
संत,Saint
रोलर,Roller
कोस्टर,Coaster
करीने,Neatly
चट्टान,Rock
आशीर्वाद,blessings
सबको,Everyone
Anansa,Anansa
गुलाम,Slaves
ऊंट,Camel
उमर,Umar
शरीफ,Gentry
autistic,autistic
शतरंज,Chess
खिलाड़ी,The player
रेखांकित,Underlined
बिंदुओं,Points
मानती,Congratulations
कैरेक्टर,Character
डायलॉग्स,Dialogues
असंगत,Incompatible
Curtiz,Curtiz
Kennel,Kennel
फिलो,Philo
Vance,Vance
पावेल,Pawel
Lukas,Lukas
चैंपियन,the champion
चुनौतीपूर्ण,Challenging
प्रविष्टियों,Entries
तिरस्कारपूर्ण,Disdainful
यूजीन,Eugene
पैलेट,Palette
राल्फ,Ralph
आर्चर,Archer
Coe,Coe
नौकर,The servant
फूलदान,Vase
सीधी,Straight
निरंतर,Continuous
परियोजनाओं,Projects
उत्तरी,The northern
१९८२,1982
गाथा,Saga
[,[
],]
अनुरक्षण,Maintenance
पहनने,To wear
फारसी,Persian
शौचालय,Toilets
दीवारों,The walls
लिपि,Script
Altman,Altman
धोखे,Deception
हलचल,stir
गरिमा,Dignity
लड़ना,Fight
सिंड्रेला,Cinderella
चूहों,The rats
प्यारे,Dear
पक्षियों,The birds
ख,B
es,es
सस्पेंस,suspense
तब्दील,Changed
खोलना,to open
उतरी,Landing
कृत्रिम,Artificial
फॉर्मेट,Format
परिवर्तित,Changed
जेक,Jake
स्पीड,Speed
घोंघा,Snail
वेन,Wayne
अजनबी,Stranger
स्काउट,Scout
कवच,Armor
रिफ,Riff
Togar,Togar
मुस्कराहट,Grin
मिटा,Erase
अराजक,Chaotic
गौरवशाली,Glorious
फल,The fruit
टैग,Tag
धमाके,Bang
फैशनेबल,Fashionable
क्लिप,Clip
संगीतकारों,Musicians
मखमली,Velvet
लोभी,Grasping
आनंददायक,Enjoyable
धमाकेदार,Bang
कमाई,Earning
ज़बरदस्त,Awesome
क्लिंट,Clint
दराज,Drawer
Millar,Millar
केएमपी,KMP
निगरानी,Surveillance
कहो,Say
टाइम,Time
डेव,Dave
बोली,language
वक्ताओं,Speakers
छल्ले,Rings
spoofs,spoofs
मर्दाना,Masculine
बट,But
आविष्कारक,Inventor
GTA,GTA
पट्टी,strip
नतीजा,Result
मनोविज्ञान,Psychology
असत्य,false
बीटल्स,The Beatles
एमटीवी,MTV
हें,Yes
गोलमाल,chaos
फ्लिन,Flin
कार्बेट,Carbette
महत्वाकांक्षी,Ambitious
मुक्केबाजी,Boxing
ओलंपिक,Olympic
मॉरिस,Morris
बॉक्सिंग,Boxing
पहनी,Worn
जिल,Jill
सोया,soy
ब्लॉकबस्टर,Blockbuster
ओबेरॉन,Oberon
अंवेषण,Exploration
Susan,Susan
Hayward,Hayward
बाइबिल,The Bible
एस्तेर,Esther
गोल,Goal
बेल्जियम,Belgium
सदा,Forever
पड़ोसी,Neighbor
कॉलर,Collar
निर्विवाद,Indisputable
ऑडियो,Audio
असभ्य,Rude
घटक,Component
दावत,Feast
गलियारों,Corridors
रैखिक,Linear
ट्रैकिंग,Tracking
अंदरूनी,Inward
प्रहार,Poke
स्लो,Slow
होकर,Through
कुल्हाड़ी,the axe
ज़ूम,Zoom
Nicholson,Nicholson
कमजोरी,Weakness
i,i
युग्मित,Coupled
आमटी,Sugarcane
आभा,Aura
मर्सिडीज,Mercedes
निलंबित,suspended
रक्षा,Defence
अनुदान,Grant
सभ्यता,Civilization
Artemisia,Artemisia
Vonnegut,Vonnegut
प्रतीकात्मक,Symbolical
पालना,to nurse
III,III
कठपुतलियों,Puppets
भागो,Run
लिखता,Writes
प्रफुल्लता,Hilariousness
खिचड़ी,Khichadi
Sopranos,Sopranos
जर्सी,Jersey
माफिया,Mafia
Gandolfini,Gandolfini
सपाट,Flat
मनुष्यों,Humans
लंघन,Skipping
ओजी,Ozzy
ओस्बोर्न,Osborn
उपदेशक,Preacher
नींद,Sleep
ईविल,Evil
झूली,Swing
कुरसी,The chair
Lindy,Lindy
Azaria,Azaria
मीडिया,Media
रुख,Stance
है-किसी,Is-someone
Chamberlains,Chamberlains
खाद,Compost
फ़ीड,The feed
सिंपसन,Simpson
समानता,Equality
हिलेरी,Hilary
गूंथा,Knot
हौसर,Hoder
Marisa,Marisa
सुझा,Recommend
मारक,Antidote
यिशै,Jesse
अतिक्रमण,Encroachment
पेड्रो,Pedro
क्रिया,Verb
ओवरों,Over
राष्ट्र,The nation
लिखनेवाला,Scribe
ओं,On
आए,Returns
शिल्प,The craft
खरीदना,Buying
रहस्यात्मक,Mysterious
व्यायाम,Exercise
Trudy,Trudy
परित्यक्त,Quitted
गोरिल्ला,Gorilla
क्षमताओं,Abilities
बतख,Duck
परिभाषा,definition
उरिच,Urich
कैलिफोर्निया,California
चढ़ता,Soar
बोर्ड,Board
आंकड़ों,Data
जुड़ा,Connected
रूढ़िवादी,Conservative
शादियों,Weddings
ज्ञात,Known
अंतरंग,Intimate
पहनते,Wear
बेल्ट,Belt
झूठा,liar
लीटानी,Litany
claymation,claymation
फ़ौजी,Soldier
स्पाइक,Spike
टेडी,Teddy
बूम,Boom
Heaton,Heaton
सुरक्षात्मक,Protective
तोड़ना,to break
मलिन,Dirty
विषम,Asymmetrical
उत्सुकता,Eagerness
स्टेला,Stella
लड़ता,Fights
it,it
प्रलोभन,the temptation
तुच्छ,Insignificant
फिसलने,Sliding
गंजा,bald
टॉवर,Towers
Tautou,Tautou
गालियां,Abuses
सजी,decorated
बदबू,foul odor
प्रत्यक्ष,Evident
शुद्धता,Accuracy
एचबीओ,HBO
Norton,Norton
प्रेस्ली,Presley
आइस,The ice
क्रीम,Cream
बेसुध,Insensible
सुनहरे,Golden
Dench,Dench
अनिच्छुक,Reluctant
पर्यटन,Tourism
यात्री,Traveler
लोके,Locke
सूक्ष्मता,Subtlety
मेलोड्रामा,Melodrama
प्लाट,Plot
एमोरी,Emory
संयंत्र,plant
नव,New
वाहनों,Vehicles
३५,35
दस्तक,Knock
विदाई,Farewell
आधुनिकीकरण,Modernization
पामेला,Pamela
रीड,Read
शगुन,Omen
याकूब,Yakub
अलमारियों,Shelves
शपथ,Oath
पलों,Moments
मंदिर,Temple
उखड़,Uproot
दायरे,Scope
पर्किंस,Perkins
Irene,Irene
लिखी,Wrote
बासी,Stale
यार्ड,Yard
पैरोडी,Parody
तोडऩे,To break
दयनीय,Pitiful
Sammi,Sammi
रॉकेट,Rocket
हूवर,Hoover
इनाम,the prize
प्रारंभिक,Initial
costuming,costuming
संशोधित,Revised
लाखों,Millions
परेशानियों,Troubles
संगीतमय,Musical
खूब,Plenty
विद्रोहियों,The rebels
सम्मान,Respect
अवश्य,Certainly
नल,tap
षड्यंत्र,Conspiracy
फीता,ribbon
अपेक्षा,Expect
धूप,Sunny
आउट,Out
सोसायटी,Society
delinquents,delinquents
मनाने,To celebrate
महज,Only
जिन्हें,To whom
व्याकुलता,Distraction
ब्लू,Blue
वर्गास,Vargas
अनिश्चितता,Uncertainty
indie,indie
लौट,Return
त्रिस्टान,Tristan
जज्बात,Emotions
दिखेगा,Will look
सिखाता,Teaches
मूक,Mute
Les,Les
Valseuses,Valseuses
बचना,To avoid
भोर,Dawn
पावती,Receipt
चूसना,Suck
नेल्सन,Nelson
नरभक्षी,Cannibal
विकृति,Perversity
रिची,Richie
कुपित,Angry
लेस,Les
नाई,Hairdresser
Montrose,Montrose
अधिमानतः,Preferably
किले,The fort
अर्ल,Earl
दु,Suffering
सीढ़ी,Stairs
आईडीए,IDA
सरगना,Gangster
चैनी,Trance
पोती,Granddaughter
उल्टा,Reverse
रिसॉर्ट,Resort
१९४१,1941
बोगी,Bogie
वैंकूवर,Vancouver
cameos,cameos
लुढ़का,Rolled up
चुराया,Stolen
गर्वित,Proud
अज्ञानी,Ignorant
पडे,Paday
wells,wells
Tarantino,Tarantino
सहस्राब्दी,Millennium
अटक,Arrested
कहाँ,where
परेशानी,Trouble
अड्डे,The base
Rippner,Rippner
सताया,Persecuted
दूंगा,Give
गहन,Intensive
आँख,eye
MPAA,MPAA
PG-13,PG-13
गांव,The village
ग्लेशियर,Glacier
उत्तरजीवी,Survivor
फ्रिट्ज,Fritz
यातायात,Traffic
उतना,As much as
८०,80
जिले,The district
एक-दूसरे,Each other
घूमता,Swirling
लगना,feel
बचे,Left
वास्तविकताओं,Realities
अपशिष्ट,Waste
वैश्विक,Global
धारा,section
characterizations,characterizations
पूर्वाभास,Foreboding
सर्द,Chill
पवित्र,The holy
बर्ट,Bert
Renyolds,Renyolds
प्रसव,Childbirth
डोंगी,Canoe
नाराज़,Angry
डराना,Scare away
रॉनी,Ronnie
निदेशालय,Directorate
देहाती,Pastoral
नस्ल,Breed
भरता,Fills
अनसुलझे,Unsolved
ललाट,Frontal
वस्तु,thing
रहो,Stay
कैसा,How are you
clunky,clunky
IMHO,IMHO
रंगमंच,Stage
purist,purist
धर्म,religion
बचकाना,Childish
Mccomb,Mccomb
घिरा,Surrounded
फ़िल्म,The movie
मार्गदर्शन,Guidance
लैंग,Lang
Kriemhild,Kriemhild
हेगन,Hagen
इंसाफ,Justice
रुडोल्फ,Rudolf
आणि,And
त्यांनी,He
अमर,Amar
Kidd,Kidd
खिलौना,Toy
बचें,Avoid
अध्यक्ष,director
नाली,drain
ट्यूब,Tube
सीट,Seat
डेवलपर्स,Developers
जोकर,Joker
Tetsuo,Tetsuo
मैल,Scum
सौंदर्यशास्त्र,Aesthetics
lackluster,lackluster
मधुर,Sweet
भांडारकर,Bhandarkar
अखबारों,The newspapers
फेंका,Thrown
शर्मा,Sharma name of cast
sassy,sassy
समलैंगिकता,Homosexuality
pedophilia,pedophilia
मौतों,Deaths
लिप्त,Indulged
चबाना,Chew
दोहन,Tapping
ड्रग्ड,Dried
कोरियोग्राफ,Choreograph
कर्कश,Gruff
स्टाफ,Staff
फौजियों,Troopers
पायलटों,Pilots
त्वरित,hurried up
नेट,met
कैस्पर,Casper
रूममेट,Roommate
था-जब,When was
मतभेद,Difference
निषेध,Negation
अवमानना,Dishonor
पछतावा,Remorse
जिलएनहॉल,Jill Nenhall
टूटी,Broken
छूने,To touch
बेचा,Sold
मसौदा,Draft
चीज़,Cheese
घन,The cube
गोरे,White
टोल,Toll
दस्ताने,Gloves
ढोंगी,Imposter
T,T
A,A
ब्ला,Blah
पिकफोर्ड,Pickford
हारे,The losers
हेरोल्ड,Harold
हैश,Hash
दारा,Section
सागर,sea
कामना,Wished
जुटाने,To mobilize
किराने,Grocery
है-आप,Is you
मार्था,Martha
Shimizu,Shimizu
क्राउन,Crown
है-वास्तव,Is real
स्नातकोत्तर,Postgraduate
टाइटैनिक,Titanic
गणित,the mathematics
धरती,Earth
कालोनियों,Colonies
मित्र,friend
कॉलोनी,Colony
गठबंधन,alliance
Gundam,Gundam
विंग,Wing
अभिजात,Nobility
आस्ट्रेलिया,Australia
Treize,Treize
वास्तुकार,Architect
प्रारंभ,Start
कलेक्टर,Collector
तड़का,Tadka
झोंक,Sigh
inanity,inanity
समझौते,Agreement
खिंचवाने,To touch
फ्रेडी,Freddy
ईेडी,Freddy
इफेक्ट्स,Effects
एल्म,Elm
3/10,3/10
फ्लेमिंग,Fleming
exec,exec
सहिष्णुता,Tolerance
गुरु,Master
कार्यवाही,Proceedings
ऑरेंज,Orange
कड़क,Tight
बेले,Belle
धारावाहिक,serial
एला,Ella
प्रवृत्तियों,Trends
वादों,Promises
गड्ढों,The pits
फेरारी,Ferrari
डीडी,DD
बेकिंस्ले,Bakinsley
टिप,Tip
गुमनाम,Anonymous
थाई,Thai
पदार्थों,Substances
थाईलैंड,Thailand
जेलों,Prisons
सिंबा,Simba
funney,funney
ट्रैश,Trash
तबाह,Devastated
मीठे,Sweet
O.J,O.J
Lorenzo,Lorenzo
लामा,Lama
चिकी,Chick
१९५३,1953
१९७८,1978
बेवकूफों,The idiots
गल्प,Fiction
«,«
»,»
Battlestar,Battlestar
बीबीसी,BBC
बोलते,Speaks
नार्वे,Norway
Blindpassasjer,Blindpassasjer
स्वीडिश,Swedish
डेनिश,Danish
Bringsværd,Bringsværd
संकलन,compilation
स्वीडन,Sweden
त्रुटियों,Errors
सनशाइन,Sunshine
७३,73
चिप,Chip
भतीजे,nephew
पुनर्मिलन,Reunion
विषाद,Sadness
फ़्लिक्स,Flicks
मैनहट्टन,Manhattan
पतलून,Trousers
लाजिमी,Abhimi
मेस,Mess
सुर्खियों,Headlines
नाक,Nose
freakin,freakin
लाइनें,Lines
kiddies,kiddies
सिंडी,Cindy
हॉपकिंस,Hopkins
तरक्की,Advancement
एल्विन,Alvin
अपनाया,Adopted
रोया,Cried
नशेड़ी,Addict
पर्ल,Pearl
साहित्य,Literature
Kolchak,Kolchak
मरे,died
हुओं,They
फार्मूला,Formula
चालाकी,Manipulation
Columbo,Columbo
सक्रिय,Active
दोहराए,Repeat
Vincenzo,Vincenzo
लिए..,for..
फ्लाइंग,Flying
शान,pride
घुमावदार,Winding
शेक्सपियर,Shakespeare
झोपड़ी,Hut
उनसे,From them
अवाक,Speechless
नब्बे,Ninety
Dahl,Dahl
भगदड़,Panic
हाऊसमन,Houseman
hunky,hunky
एडवर्ड्स,Edwards
खुशमिजाज,Cheerful
ढीला,Loosened
छेड़खानी,Flirting
Sarno,Sarno
सजावट,Decoration
जानना,To know
कॉस्मो,Cosmo
ओलंपिया,Olympia
हरे,Green
पैदल,Walking
वुमन,Woman
ड्राइंग,Drawing
रवैया,Attitude
शब्दकोश,dictionary
सार्वभौमिक,Universal
आकांक्षी,Aspiring
कॉर्निंग,Corning
सीने,Chest
फुल्की,Phulki
अविकसित,Undeveloped
फट,Burst
मिसौरी,Missouri
दर्शाती,Reflecting
विनंरता,Congeniality
movie,movie
पंक्तियों,The lines
खिसियाना,Gulp
करूंगा,Will do
कथावाचक,Narrator
आवाज़,sound
Cunningham,Cunningham
ऐन,Anne
लीला,Leela
सहेली,Friend
मौजूदगी,Presence
मेग,Meg
I.Q,I.Q
बंधा,Tied up
तत्काल,Immediately
गत्ता,Cardboard
हस्तक्षेप,Interference
कोकेशियान,Caucasian
टकसाल,Mint
सर्वथा,Downright
कुत्सित,Caitiff
समवर्ती,Concurrent
एतान,Ethan
गड़बड़ा,Patchy
Tomei,Tomei
स्मारक,Memorial
सावधानी,Caution
बढ़ें,Move up
स्कूबी,Scooby
बदलाव,Change
डू,Doo
Cypher,Cypher
झूठी,False
stooges,stooges
Stooges,Stooges
क्रिस्टीन,Christine
McIntyre,McIntyre
सुनते,Hears
घुंघराले,curly
Gwyneth,Gwyneth
जीवनानंद,Swinger
नंगा,nude
आईने,The mirror
अन्ना,Anna
ऐलेन,Elaine
Mattei,Mattei
फिल्मोग्राफी,Filmography
बाख,Bach
कड़वी,Bitter
बेअदब,Inattentive
embittered,embittered
शिक्षकों,Teachers
हार्वे,Harvey
क्षतिग्रस्त,Damaged
नाताली,Natali
एकाग्रता,Concentration
Digi,Digi
कॉर्प,Corp
संमेलनों,Meetings
निफ्टी,Nifty
कंपनियों,Companies
पाए,Found
आगामी,the upcoming
आयाम,Dimensions
अनदेखा,ignore
होश,Senses
उपभूखंड,Subdivision
अपरंपरागत,Unorthodox
क्षय,Decay
असंतुलित,Unbalanced
Sarandon,Sarandon
चेलों,The disciples
पीलातुस,Pelatus
कीथ,Keith
prequel,prequel
रेमी,Remi
Caprica,Caprica
Cylon,Cylon
टाइकून,Tycoon
पोली,Polly
लुक,Look
फील,Feel
प्रोफ़ाइल,Profile
दिव्य,Divine
अधिनियमित,Enacted
धर्मार्थ,Charitable
धब्बे,Spots
थे-और,Were-and
ambiance,ambiance
बहिष्कार,Excommunication
Branagh,Branagh
trite,trite
अहंकार,ego
Grisham,Grisham
बेमेल,Mismatch
चांडलर,Chandler
हंना,Yes
डुबकी,Dip
moodiness,moodiness
परिश्रम,hard work
नाजी,Nazi
शूंय,Blight
िईद्भस्टेन,Kristen
उतरना,Descend
Busta,Busta
समूहों,Groups
दोषपूर्ण,Faulty
द्धितीय,Secondary
पहाड़ी,Hill
लॉरेन,Lauren
Bacall,Bacall
चेक,Check
Lubitsch,Lubitsch
लाख,lakh
मैराथन,Marathon
ट्रेल,Trail
रेल,rail
चमरा,Leather
ईस्टवुड,Eastwood
झुंड,Herd
जूझ,Grappling
अपर्याप्त,Inadequate
पूर्णिमा,full moon
मैकमोहन,McMahon
कंयुनिस्ट,Consuist
परिवर्तनों,Changes
MacGregor,MacGregor
Marquis,Marquis
काटना,cutting
नाकाम,To fail
आर्चीबाल्ड,Archibald
टर्की,Turkey
लियाम,Liam
Neeson,Neeson
पत्नियों,Wives
रोथ,Roth
च्लोए,Chloe
क्षतिपूर्ति,Indemnification
जेई,Je
मोड,Mode
पर्यटकों,Tourists
अलेक्जेंडर,Alexander
मोर्टिमर,Mortimer
रूफुस,Rufus
वाइल्ड,Wild
बैग,Bag
मालकिन,Mistress
नेटली,Natalie
अंधे,Blind
वाहक,the carrier
वित्तीय,Financial
ध्वस्त,Demolition
विध्वंसक,the destroyer
जगा,Wake up
Bela,Bela
फैलाने,To spread
रकम,cost
विकी,Wiki
नवागंतुक,Newcomer
Alcatraz,Alcatraz
रूपांतरों,Adaptations
१९८५,1985
अनंत,Endless
sleepwalking,sleepwalking
बदले,Change
strangled,strangled
दंड,a punishment
रोष,Fury
बेडरूम,The bedroom
बिल्लियों,The cats
था-एक,Was-one
कराकस,Caracas
राजधानी,Capital
अवैध,Illegal
प्रभुत्व,Dominance
वेनेजुएला,Venezuela
Chavez,Chavez
लोककथाओं,Folklore
आत्मकथा,Autobiography
स्विमिंग,Swimming
यूनिवर्सल,Universal
Shemp,Shemp
गुडरिक,Goodrich
गुप्तचरों,Detectives
छुटकारा,relief
हंसने,Laughing
लेंस,Lens
विक्षिप्त,Crazy
कॉमेडियन,Comedian
Loretta,Loretta
Castorini,Castorini
गरम,hot
सेटअप,Set-up
स्लिम,Slim
बह,Flowing
नाश्ते,Breakfast
भरे,Fill up
Zombi,Zombi
Fulci,Fulci
विपणन,Marketing
पैड,Pad
वैज्ञानिकों,Scientists
सीरम,Serum
आतंकवादियों,Terrorists
जन्म,Birth
ट्रेलरों,Trailers
मंगा,Manga
बेवजह,without any reason
सर्कस,Circus
Dani,Dani
दांपत्य,Nuptial
जीतना,win
ज़ोरो,Zorro
ऐस,Ace
हमलावरों,The attackers
हस्तांतरण,Transfer
खलनायकों,Baddies
झूलों,Swings
भरोसेमंद,Trustworthy
Rodriguez,Rodriguez
लोव,Lowe
एग्नेस,Agnes
Liotta,Liotta
बोस्निया,Bosnia
क्रोएशिया,Croatia
स्लोवेनिया,Slovenia
तापमान,Temperature
निमॉय,Nimoy
कप्तान,The captain
गिलास,Glass
अच्छाई,Goodness
प्राथमिकता,Priority
वियतनामी,Vietnamese
कंबोडिया,Cambodia
Braveheart,Braveheart
चलाया,Run
कबीले,Clan
मवेशियों,The cattle
स्रैण,Woman
डन,Dunn
आद्य,Primitive
HUNDSTAGE,HUNDSTAGE
पुनर्निर्माण,Rebuilding
पीले,Yellow
इशारों,Gestures
Whilst,Whilst
खूंखार,Dreaded
जोड़ती,Combine
कोनी,Connie
तेरहवीं,Thirteenth
धावक,Runners
अद्यतन,Updates
दादाजी,grandfather Sir
गड़बड़ी,Disturbance
Heston,Heston
प्रोडक्शंस,Productions
ईश्वर,God
मित्रों,Friends
कास्त्रो,Castro
खंडन,Rebuttal
दुल्हन,Bride
1980,1980
जरा,just
सोचते,Thinks
कैमरों,Cameras
जैविक,Biological
Lensman,Lensman
वारिस,the heir
तटरक्षक,Coast Guard
नवीनता,Innovation
मिलाते,Shaking
प्रतियां,Copies
जानलेवा,Deadly
पाई,Pie
चंमच,Chanmach
खिला,Feeding
विद्यमान,Existing
वाकर,Walker
eponymous,eponymous
परमिट,Permit
सूखे,Dry
महामारी,Epidemic
Leaud,Leaud
Khouri,Khouri
स्पेशल,Special
साइड,Side
त्रिगुट,The threesome
interspersed,interspersed
बैले,Ballet
कैरन,Caron
चित्रकारों,Painters
सेंसरों,Sensors
Minnelli,Minnelli
माला,Garland
दंग,Riot
थैचर,Thatcher
केस,The case
स्विच,The switch
तनु,meager
पुकारा,Call
राजभाषा,Official language
आशंका,Apprehension
निचोड़,Squeeze
Johnnie,Johnie
डंडों,Poles
मुखौटे,Masks
जोआना,Joanna
कर्मचारियों,Employees
बाँझ,Sterile
शेन,Shen
वरिष्ठ,Senior
वुल्फ,Wolf
प्रतिशत,Percent
घनिष्ठ,Intimate
उद्देश्यों,Objectives
एफ्लेक,Aflake
एलिसिया,Alicia
Applegate,Applegate
चिंग,Ching
सिउ,Siou
तुंग,Tung
योद्धाओं,Warriors
जॉय,Joy
काइनेटिक,Kinetic
उपदान,Gratuity
Astaire,Astaire
अदरक,Ginger
ल्यूसीली,Lucille
बॉल,The ball
हेरिएट,Harriet
निस्सार,Slippery
प्रारूप,The format
Godard,Godard
पीड़ितों,the victims
लाशों,Corpses
स्टेथम,Statham
stoner,stoner
लोकतंत्र,Democracy
हो..,Ho..
दक्षिणपंथी,right winger
मुनरो,Munro
खोजा,Searching
जगत,Universe
अनुभूति,feeling
शौक,Hobby
ज़िंदा,Alive
निंदक,Censorious
नौकाओं,Boats
फ्लैश,Flash
होल्ट,Holt
बॉबी,Bobby
~,~
कुंवारा,Bachelor
सीटर,Seater
अर्थात्,That is
लाइफटाइम,Lifetime
जिम्मेदार,Responsible
कमांडर,the commander
डीसी,DC
दृढ़,Firm
हैं..,Are ..
मैरियन,Marion
बौड़म,Drab
हसी,Smile
रोमियो,Romeo
जूलियट,Juliet
अनाचार,Incest
Knoxville,Knoxville
हॉग,Hog
Roscoe,Roscoe
अर्नस्ट,Ernst
ज,H
a,a
डिवाइस,The device
करफेस,Karfes
गोधूलि,Twilight
१८९०,18 9 0
हेलमेट,Helmet
लौटना,To return
जोन,The zone
श्वार्जनेगर,Schwarzenegger
बैटमैन,Batman
सैंडलर,Sandler
मोटर,Motor
मकान,House
अभ्यास,Practice
कार्यालयों,Offices
कामेच्छा,Libido
पुनर्जीवित,Revived
मर्लिन,Merlin
कसाईखाना,Slaughterhouse
ज्वार,The tide
धोया,Washed
rips,rips
लुप्तप्राय,Endangered
सिखाने,Teach
-लेकिन,-but
है-केवल,Is-only
ANTWONE,ANTWONE
हकीकत,reality
किरण,beam
गॉडफादर,Godfather
मकबरे,Tomb
फ्रेंकस्टीन,Frankenstein
श्वास,Breathing
दानेदार,Grainy
अथक,Indefatigable
झड,The flag
आर्ची,Archie
जल्दबाजी,Hastiness
होशियार,smart
धोखेबाज़,Rookie
धारण,Holding
प्रीमियर,Premiere
Kusturica,Kusturica
पाउडर,Powder
अनुसूची,Schedule
बड़बड़ाना,to utter
मैज,Maj
आत्मघाती,Suicidal
नास,Snuff
ह्यूजेस,Hughes
जेस,Jess
ब्लैकमेल,Blackmail
मनोर,Manor
निरर्थक,Pointless
हमशक्ल,Humshakal
Sirk,Sirk
माथे,Forehead
वंश,Clan
लगाते,Put on
लिलियन,Lillian
Gabe,Gabe
अटार्नी,Attorney
सर्जन,Surgeon
एबी,AB
ताला,Lock
पहलवान,Wrestler
Dreyfuss,Dreyfuss
ग्रेगरी,Gregory
हानिकारक,Harmful
सीखो,Learn
संहारक,Destroyer
Beth,Beth
सौतेली,Step-step
शाही,Royal
Maclean,Maclean
चेतना,Consciousness
मंत्री,Minister
ख्याल,Care
प्रतिबिंबित,Reflected
१९३२,1932
लुगदी,The pulp
खुली,open
ईसाई,Christian
प्रामाणिकता,Authenticity
हंसा,Hansa
faking,faking
अस्थिरता,Instability
कायापलट,Metamorphosis
Iphigenia,Iphigenia
अपोलो,Apollo
दुखती,Ailment
देवताओं,The gods
धोखाधड़ी,Fraud
घेरे,Circle
कटा,Chopped
ेरी,Jerk
फंकी,Funky
जगहें,Places
संसाधन,Resources
पापा,dad
उठने,Get up
Trenholm,Trenholm
छोड़ें,Leave
मिलियन,Million
साइकिल,Bicycle
थे..,Were..
सजग,Aware
जुडी,Pair
शीघ्र,Fast
स्पार्क्स,Sparks
ड्रेसिंग,Dressing
पंद्रह,Fifteen
ढोल,drum
दीदार,Deedar
MST3K,MST3K
कौवा,Crow
पूछने,To ask
वाक्य,The sentences
O'Sullivan,O'Sullivan
Ligabue,Ligabue
कानों,Ears
ग्यारह,Eleven
अन,Un
Truffaut,Truffaut
दुपट्टा,Scarf
कोट,Coat
Bellamy,Bellamy
DR.,DR
बढ़त,Edge
इराक,Iraq
विफलता,Failure
उच्चतम,Highest
Chrissy,Chrissy
Thomsett,Thomsett
१९७३,1973
रिटर,Writers
पीटर्स,Peters
बनती,Made
पोपी,Poppy
ठाठ,Chic
चारा,Bait
पहना,Worn
नकाबपोश,Masked
बच्ची,Baby girl
दृश्यावली,Scenery
Lexi,Lexi
रहित,Devoid of
Widmark,Widmark
एफबीआई,FBI
एजेंटों,Agents
पसीने,Sweat
अनैतिक,Immoral
ल्यूपिन,Lupine
घंटा,Bell
पेटेंट,Patent
apocalyptic,apocalyptic
Timmy,Timmy
घरेलू,the household
काई,Moss
वैल,Val
Kilmer,Kilmer
होंस,Hons
संभवत,probably
मुफ्त,free of cost
कमरा,rooms
Alecia,Alecia
खोखले,Hollow
अनाड़ी,Clumsy
सौदे,Deals
आचरण,the manner
कारखाने,Factories
बकरी,goat
डेस्क,Desk
राइटर,Writer
शरण,asylum
डाउनलोड,download
ताले,Locks
सरलीकृत,Simplified
सुपरमैन,Superman
संग्रहालय,The museum
रूपकों,Metaphors
उद्यान,Garden
unhinge,unhinge
उल्लास,Glee
मंद-अक़्ल,Dull
विश्वविद्यालय,The university
बैट,Bat
गला,throat
ड्रिल,Drill
अक्षम,Disabled
विशुद्ध,Pure
Trelkovsky,Trelkovsky
भड़काने,Provoke
दूत,messanger
McDoakes,McDoakes
दोहरी,Double
ताज्जुब,Oddly
Muppet,Muppet
मेंढक,Frog
नदियों,The rivers
डाउनहिल,Downhill
क्रॉल,Crawl
मैथ्यू,Matthew
कूड़ा,The waste
नेवादा,Nevada
आनी,Ai
1/10,1/10
तंगी,Tight
पाइन,Pine
पतित,Degenerate
रबर,Rubber
एसयूवी,SUV
अवरुद्ध,Blocked
सील,Seal
डॉक्टरों,Doctors
स्वचालित,self drive
किरदारों,Characters
स्ट्रिंग,String
एक्टर,The actor
नाकाफी,Inadequate
डेड,Dead
खरीदी,Purchase
बांह,Arm
डराता,Scared
उन्मत्त,Manic
Baretta,Baretta
१९९१,1991
नुकीला,Sharp
जाएं,Go
फर्किए,Farkey
बेचारी,Poor
गिरफ्तारी,Arrest
Swinton,Swinton
संपूर्णता,Fullness
कार्डबोर्ड,Cardboard
शौकिया,Amateur
बदबूदार,Stinking
आलसी,Lazy
बेतरतीब,Random
ट्यूनिंग,Tuning
dreck,dreck
जेनेट,Janet
शर्मिंदा,embarrassed
उठकर,Get up
सियाम,Siam
फर्नांडो,Fernando
गुलामी,Slavery
टोंग,Tong
एरियल,Ariel
Ursula,Ursula
मृगतृष्णा,Mirage
